,sentence,emotion
13903,Wouldn't they have done it anyway?,7
13904,Did you do it ?,7
13905,Do you know when I realized this?,7
13906,He did ?,7
13907,I wonder what he's got against the marines ?,7
13908,And what do you think those old geezers really miss in [LOCATION] ?,7
13909,Machine !,7
13910,Like [PERSON] lost control ?,7
13911,"You're really the tolerant type , [PERSON] !",7
13912,You've finished the whole investigation ?,7
13913,What's the big deal about Him suffering on earth if He knew He was going to join His Heavenly Father?,7
13914,You're not married ?,7
13915,I didn't even recognize her .,7
13916,What's my policy?,7
13917,It is !,7
13918,So it's really the same old [PERSON] that we all know and love.,7
13919,But where have I put it ?,7
13920,I don't know if he was a good man or a bad man.,7
13921,I thought you'd be old .,7
13922,Do you really want to know?,7
13923,That's some sign you got on the door out there .,7
13924,"What I say is , why go on living with them if they can't stand them ?",7
13925,"Hey, look at this, guys.",7
13926,I thought I gave you plenty of time to...,7
13927,How can you ask me that?,7
13928,I returned to the house.,7
13929,You didn't get legal advice ?,7
13930,What is this?,7
13931,Where is all the money today?,7
13932,It's a CIT ?,7
13933,It's all here.,7
13934,"What I say is, why keep living with them if they can't stand them?",7
13935,That's very rare .,7
13936,Do you really think they can do anything?,7
13937,Are you so sure that [PERSON] will attack ?,7
13938,"Lucito , huh ?",7
13939,Do you believe that ?,7
13940,"Cool , thank you .",7
13941,How did you find that out ?,7
13942,Two rings ... a wallet.,7
13943,It's an investment ?,7
13944,Where's your sense of humor?,7
13945,Who ?,7
13946,"Oh , it was just ...",7
13947,Ain't that the girl [PERSON] went lookin' for ?,7
13948,Wow ! - A goldfish.,7
13949,Don't you ever sleep ?,7
13950,"Damn [PERSON] , this is your last wish ?",7
13951,This is the largest police car I have ever seen.,7
13952,"This is at home. -Thank you, but ...",7
13953,Butt cam. - what ?,7
13954,Are you the most innocent of all of them?,7
13955,I don't believe! He was down and out and done!,7
13956,What is the hurry?,7
13957,"My goodness , you have such an attractive little garden here .",7
13958,What's with those cicadas anyway ?,7
13959,Do you go out wearing women's clothes?,7
13960,Mark: There's a strong wind coming!,7
13961,What are you gonna do all by yourself ?,7
13962,What a man !,7
13963,I'm surprised that you didn't buy multiple dresses yesterday.,7
13964,"What do you mean , there's no more money ?",7
13965,"Wait , and you never went to the cops after all these years .",7
13966,Let me in ! Let me in !,7
13967,"Is it that time, or am I blind?",7
13968,"Ninotchka, the first time we went to my apartment... did I have any idea that you were connected to this case?",7
13969,Where did she get a bag to match those shoes ?  ,7
13970,"Good heavens , these Russian names .",7
13971,Or was I the man of the future ?,7
13972,Why is Willy coming here ?,7
13973,It was the only game I could find where I wasn't holding markers on somebody .,7
13974,Holy shit .,7
13975,Someone we know?,7
13976,I didn't know you played a saxophone .,7
13977,You're happy all the time ?,7
13978,I just had the strangest dream.,7
13979,Does this mean [PERSON] and Miss [PERSON] are engaged ?,7
13980,We weren't thinking of going that far with it.,7
13981,Just one ?,7
13982,"But if you're in love with him , why are you skipping out ?",7
13983,"My prince , did I hear you right ?",7
13984,Well I see.,7
13985,"What do you mean , they're gonna try ?",7
13986,Sera.,7
13987,I thought he was joking.,7
13988,He seems to like beef.,7
13989,Wouldn't they have done it anyway ?,7
13990,It was fine. Have you been out all this time?,7
13991,I just didn't believe it .,7
13992,Is it really him ?,7
13993,You're probably wondering why I'm here .,7
13994,Painter ?,7
13995,"Isabel, you look very beautiful tonight.",7
13996,Complete reversal of usual behaviour pattern .,7
13997,"What are you doing ? All right , come on .",7
13998,"Suddenly, there is a lot of noise.",7
13999,Was it so difficult ?,7
14000,"And they should , you know ... American people can handle the truth .",8
14001,"You know , there's no alcohol in water .",8
14002,"By the way , [PERSON] , I'd like to praise you for bringing this to my attention .",8
14003,"Boy , did we have a great camping trip !",8
14004,"Pricks , one and all .",8
14005,"You taught me a lesson , man .",8
14006,"[PERSON] , do you happen to have a light ?",8
14007,You should not be afraid to touch me .,8
14008,"You're doin' fine , you're doin' just fine .",8
14009,"If we act together , we will survive together .",8
14010,"There was much to occupy me , So I left my apprentice to deal with [PERSON] .",8
14011,"You and me , we do business .",8
14012,"You won't tell anyone you saw me in there , will you ?",8
14013,"Don't worry , he's harmless .",8
14014,"You come with us , and you got a chance .",8
14015,I didn't call because I thought you might be asleep .,8
14016,"You're not afraid , huh ?",8
14017,Get me some water .,8
14018,I wish you Godspeed .,8
14019,"Here . Relax , fella .",8
14020,Welcome home !,8
14021,Let me feed you .,8
14022,You want my honest evaluation of this team ?,8
14023,Let me explain something to you .,8
14024,I promise you .,8
14025,Mr. [PERSON] was a major donor on Will's campaign .,8
14026,He doesn't want any trouble with anyone .,8
14027,I wan na say I appreciate what Capt. [PERSON]'s done on my behalf .,8
14028,"He knows [LOCATION] very well . So , you'll be in good hands .",8
14029,"Oh , okay .",8
14030,I want to do everything I can to make your job easier .,8
14031,"Well , here's to , uh ... community property .",8
14032,"You'll see that I get away all right , see that I get to a doc ?",8
14033,And he would climb up the tower and rescue me .,8
14034,He's so brave .,8
14035,Fine ! But I'm not making a speech .,8
14036,I never said monster .  ,8
14037,He's really nice .,8
14038,I'll be right outside . Good .,8
14039,"But what I tell [PERSON] to do , she will do .",8
14040,"I would drop off for - for for you and the squirt if ... Because ... you know , 'cause things are going well ,",8
14041,Much obliged !,8
14042,I was sure it would meet with your approval .,8
14043,"Nice work , [PERSON] .",8
14044,"Young man , you have a good heart",8
14045,You are my only hope .,8
14046,"Hello , darling !",8
14047,Good boy .,8
14048,"Lieutenant , what exactly happened here ?",8
14049,"Come on , boy .",8
14050,"On it , you'll find the safest route .",8
14051,"Hi , sweetheart .",8
14052,Just our usual .,8
14053,"Be that as it may , it is a loan .",8
14054,I have something for you .,8
14055,"[PERSON] . We missed you , buddy .",8
14056,It's because you're so very grateful and always thank me so prettily .,8
14057,I've got something to tell you .,8
14058,"Thank you kindly , [PERSON] .",8
14059,I am here to pay my respects to the high priest,8
14060,Can you share with me ?,8
14061,The margin for error is narrow here .,8
14062,You sure come to the right place here .,8
14063,They are perfectly safe .,8
14064,You take a rest now .,8
14065,"I'm really gonna enjoy this . - Give it a rest , will you ?",8
14066,You want a job ?,8
14067,Including this latest brainstorm . I think you will do an amazing job .,8
14068,I believe in your sweat .,8
14069,"[PERSON] , give me a hand .",8
14070,I brought you some strawberries .,8
14071,"To Oscar , [PERSON] was heaven - sent :",8
14072,"As for the rest of what I have to say , you will find it neatly typed at some length , on this piece of paper .",8
14073,Hey .,8
14074,"Yeah , let's talk business , my friend",8
14075,"All right , you take care .",8
14076,Tell me everything you saw and what you think it means .,8
14077,I'm doing everything in my power not to fire you .,8
14078,The X-rays will be along shortly .,8
14079,"The spirit world , man .",8
14080,I've written it for you .,8
14081,I'm getting adopted .,8
14082,"Yes , I come back , baby .",8
14083,"I'm an honest businessman , a good husband and a father .",8
14084,Thank you for keeping us alive .,8
14085,"Me , too .",8
14086,I know some French talk .,8
14087,I've kept it in my pocket for years .,8
14088,Deeply grateful .,8
14089,No ! - Morning hugs ?,8
14090,Such as I was waiting .,8
14091,Let them look .,8
14092,"Yes , but if we use it , we'll win .",8
14093,"[PERSON] must not be a prisoner , Chief executive .",8
14094,Me three .,8
14095,"If he said they're here , they'll be here .",8
14096,"Leon , I want to confess .",8
14097,"Friends , [PERSON] , The president of this network ,",8
14098,I'm sure you'll agree with me that it is my duty to become our leader .,8
14099,"This technology would liberate Earth from fossil fuels , environmental devastation , and poverty in a single generation .",8
14100,"Don't forget me , [PERSON] .",8
14101,The queen is never powerless .,8
14102,"Go get them , kid .",8
14103,Skepticism is very healthy .,8
14104,"Oh , sure . They have a terrific dental plan . But that wasn't why .",8
14105,"No , don't be silly .",8
14106,"You haven't got a little nip of something , have you ?",8
14107,"I think the answers make you wise , but the questions make you human .",8
14108,"You got my respect and silence , [PERSON] , okay ?",8
14109,It is spoken on all channels .,8
14110,Everything we're gonna be eatin' is on this table .,8
14111,Say the word .,8
14112,They asked me to give it to you .,8
14113,You knew nothing about DeVriess and you know even less about [PERSON] .,8
14114,"It is you whom I love , much more than this .",8
14115,I'll get you there in a hurry .,8
14116,"The law demands that I carry a certain legal reserve , and I do .",8
14117,"let's drink to , uh , making new friends .",8
14118,"You know , much as I hate to give [PERSON] J.[PERSON] too much credit , he might have gotten a hold of something when he said that was pretty private stuff going on out there .",8
14119,"Okay , I'm with you .",8
14120,That's a relief .,8
14121,Your father always called him the house genius .,8
14122,Our friend would never leave prints .,8
14123,You were so good .,8
14124,I am varsity captain as a freshman .,8
14125,"He heard a fragment of her conversation with the mother - in - law , when it demanded what it links was it showing any thing ?",8
14126,"Yes , I was responsible .",8
14127,You can say that again .,8
14128,He's the best man in the world .,8
14129,I wanted to congratulate you .,8
14130,"Miss Gamble , I will try to help you today .",8
14131,You understand what that would mean .,8
14132,"Big house , three cars , beautiful wife .",8
14133,"Coates , [PERSON] , take the first sentry duty .",8
14134,"To be frank , they could be gone by Monday .",8
14135,"But , they might be ready to make a go of it on their own .",8
14136,lt's beautiful .,8
14137,He'll know what to do .,8
14138,"Thank you , sir .",8
14139,"Mr. [PERSON] , this is your son's girlfriend .",8
14140,I'm gonna cut you a little slack .,8
14141,Love you .,8
14142,They sure have all the right equipment .,8
14143,"All right , thank you , gentlemen .",8
14144,A whole new life with a family that values what you are .,8
14145,I don't deny that you might have a case .,8
14146,Take it easy .,8
14147,Enjoy it .,8
14148,"If we're good nuns , God will see us through .",8
14149,It's [PERSON] . I wanted to let you know - [PERSON] is set for tonight .,8
14150,"There and then before the gods , you made a pact only death could break .",8
14151,"Boy , you got hands of gold .",8
14152,It was fortunate for you that I was here to save you .,8
14153,I don't know what I'd do if I lost her .,8
14154,You take care of the details .,8
14155,"Well ... it ain't French , but ...",8
14156,The cockroaches here are of the best quality,8
14157,They got you off the hook for a while .,8
14158,Who taught you ? No one taught her .,8
14159,I do not hiding anything .,8
14160,"Dr Post , who runs a shop I worked in , has contacts in several universities .",8
14161,"We are quite alone , I assure you .",8
14162,She's a good person .,8
14163,To serve your country .,8
14164,You're too nice .,8
14165,"He was a [LOCATION] bus driver , and when I was a boy , he used to take me over the river to [LOCATION] , where the rich people lived .",8
14166,We will now take an oath,8
14167,"Good stuff , was it ? - The best .",8
14168,See . after our parents died . we were left to fend for ourselves .,8
14169,He wants to give you all his support .,8
14170,You might hold this for me .,8
14171,We'll start with an easy program .,8
14172,I'll go a distance with you to point the way .,8
14173,I haven't heard the sound of home in a while .,8
14174,I resolve you ... Absolve you !,8
14175,My drinking does not interfere with my work .,8
14176,Have you ordered yet ?,8
14177,Why did you turn away from me ?,8
14178,I'm gonna see you do the right thing .,8
14179,"When you get on the roof , lie flat !",8
14180,Are you in here ? Yes !,8
14181,Grimm needs a little reassuring .,8
14182,"I'm sure you did , I'm sure , corporal .",8
14183,"Welcome back , [PERSON] .",8
14184,"And lo and behold , we get through all of it ... the jackpot , the horse , this headcase [PERSON] , and here's this horse , ready to run .",8
14185,"They tell me you're quite a stud player , young man .",8
14186,We all have ideas of right and wrong . - - But we have to pitch in for the good of the family .,8
14187,I'm here to tell you you've made your point .,8
14188,I've known those kids since they were in preschool .,8
14189,"I know , but we have so much love to give .",8
14190,Help us .,8
14191,That I can not do .,8
14192,You know what I like about you ?,8
14193,"This is yours , sir .",8
14194,The police would know what to do .,8
14195,"Dear , it's no good feeling sorry for yourself .",8
14196,♪ I swear by my tattoo ♪,8
14197,"Be a good , brave boy , Sir [PERSON] .",8
14198,Oh yeah .,8
14199,Let's use our fists,8
14200,I also understand that I care very much what happens to you .,8
14201,We know exactly what that man has the potential to be .,8
14202,"There . Have no fear , my son .",8
14203,Officers are en route .,8
14204,You will not bleed .,8
14205,"Got ta duck down lower . Go under the wind , go under it !",8
14206,Do we have a deal ?,8
14207,We live in a wonderful life .,8
14208,He's signed all those deeds back to their rightful owners .,8
14209,"Right with you , Shooter .",8
14210,That's true .,8
14211,In the reprisal for the shelling of our homes and the murder of our families by American warships .,8
14212,Shall I see you to your cabin ?,8
14213,Thanks .,8
14214,Now it's yours .,8
14215,I'll get you another one . Catch it .,8
14216,He did something wonderful .,8
14217,Do you think you'd feel any better if I fixed you some toast and coffee ?,8
14218,Meat's meat .,8
14219,You go home . I'll handle the captain .,8
14220,A fitting demise to the Prince of Powder .,8
14221,"You're right , [PERSON] .",8
14222,I got faith in you .,8
14223,One of my favorite spots .,8
14224,Tell me what I must do !,8
14225,It's okay . It's mine .,8
14226,"We'd roll it up and have snowball fights with it , you know ?",8
14227,"It's safe , trust me .",8
14228,I deeded him the land and he guaranteed me half of what he got if he made the sale .,8
14229,Do you think my wife is beautiful ?,8
14230,I'm used to making my deals on a solid basis .,8
14231,"I got ta hand it to you , you'd make a great con man .",8
14232,"My offer is a very fair one , and doesn't even take advantage of your situation .",8
14233,( babbling ) - it will be fun have one of these in your house .,8
14234,"Congratulations , [PERSON] .",8
14235,"Your sins are forgiven , my child .",8
14236,You're doing pretty well .,8
14237,"Yeah , yeah , I'm aware of the regulations .",8
14238,"Therefore , we do here and now band ourselves ... into a brotherhood of buccaneers ... to practice the trade of piracy on the high seas .",8
14239,"All those fighters you beat , you beat 'em with heart , not muscle .",8
14240,"You outclassed the bum , huh ?",8
14241,"[PERSON] , these trunks is very special to me , you know ?",8
14242,"Will be a great honor , majesty .",8
14243,You can do it .,8
14244,I think I love you .,8
14245,I've told you that he is what other men are not .,8
14246,Will you leave me a few for a room and something to eat ?,8
14247,That's a fair question .,8
14248,"Of course , sir .",8
14249,"Nas , [PERSON] , you keep searching for [PERSON] .",8
14250,"Couldn't agree with you more , Mr. [PERSON] .",8
14251,I represent your partner .,8
14252,"You're in charge , sir .",8
14253,You look like a man of property .,8
14254,As am I . The black community deserves so much better than [PERSON]'s failed policies .,8
14255,"Come on , stranger , hop in .",8
14256,"You know what , I will call you back . Okay ? I love you .",8
14257,Did the kids get to eat all right ?,8
14258,He isn't half the father you were .,8
14259,We've simply got to convince you that you're going to serve the right cause .,8
14260,That is true .,8
14261,"He never make a fool of myself , ever .",8
14262,Thank you .,8
14263,Sometimes the captain of a ship needs help ... constructive loyalty .,8
14264,"Och , you don't want to let them worry you .",8
14265,Come on .,8
14266,You're a good person .,8
14267,This lovely young lady shall hold this object signifying nothing .,8
14268,You're going to do all right without me .,8
14269,You're not tired .,8
14270,My life now only has room for truth .,8
14271,"No unpleasantness , I hope .",8
14272,I want you to get some sleep tonight .,8
14273,You'll go together and keep working as a team .,8
14274,"Good luck , all right ?",8
14275,You've got a customer .,8
14276,Agreed .,8
14277,That's brilliant . [PERSON] .,8
14278,Shall we bid our guests farewell ?,8
14279,How far back do you and he go ?,8
14280,"Well , anyways , onward and upward .",8
14281,I hope [PERSON] wasn't bothering you .,8
14282,Come on ! - [PERSON] !,8
14283,I think I do .,8
14284,He's a big fish . Buys me time .,8
14285,"[PERSON] presses hard on every case , [PERSON] .",8
14286,May [PERSON] and [PERSON]'s exorcism tonight Be this network's biggest ratings bonanza !,8
14287,That's how I feel about it .,8
14288,I'm supposed to be taking care of you .,8
14289,She's a friend .,8
14290,I need you .,8
14291,Why don't you sit down and have something to eat ?,8
14292,What kind ? Your tools are broken .,8
14293,"Well , then , I'd say the reason that you broke up is important .",8
14294,The preparations for my departure ...,8
14295,You want me to hang on to our cash .,8
14296,I'll be yours if you don't kick in with that $ 10 .,8
14297,Don't worry .,8
14298,You forgive yourself .,8
14299,What a marvellous woman !,8
14300,"That's a fair question , [PERSON] .",8
14301,"Your observations will greatly influence public opinion ,",8
14302,You'll be OK .,8
14303,Don't worry if you hear firing .,8
14304,I mean ... except with you .,8
14305,I was as close to him as I am to you .,8
14306,"Yeah , how you doin' ?",8
14307,I've got a surprise for you .,8
14308,Why do you hate everybody ?,8
14309,I like .,8
14310,I think you can .,8
14311,I'll let you know when I get it straightened out .,8
14312,"Well , no , but it's got potential .",8
14313,"Use your influence , [PERSON] .",8
14314,"Do me a favor will ya , thank your mother for me ?",8
14315,You're gonna be fine .,8
14316,Of course I'll help you .,8
14317,Everything that could go wrong was considered .,8
14318,That brought it down .,8
14319,Would you like me to go with you ?,8
14320,Thanks again for the job for [PERSON] . She'll make a great receptionist . She's got an outgoing personality .,8
14321,I know so .,8
14322,"Honey , you comin' to bed ?",8
14323,[PERSON] and I really did care about you .,8
14324,"Robbers , plural ?",8
14325,"Captain , there ain't no man on earth I'd rather serve under .",8
14326,"My Xobile will do just fine , gentlemen .",8
14327,"Oh , great , [PERSON] .",8
14328,It'll be there .,8
14329,I must be honest with you .,8
14330,Good old Swayback .,8
14331,Make sure she gets to that church this evening .,8
14332,"You done real good , son .",8
14333,With your help .,8
14334,"Catch ya on the flip - flop , good buddy .",8
14335,"Yes , very appropriate .",8
14336,There was no more innocence anywhere .,8
14337,You have nothing to fear .,8
14338,We're friends !,8
14339,Everybody just loves [PERSON] .,8
14340,"And we know how to do that , don't we boy ?",8
14341,Try it yourself if you don't believe me .,8
14342,"[PERSON] , please . Help .",8
14343,They think you can do it .,8
14344,Lasers ready .,8
14345,That'll do it .,8
14346,You were right about [PERSON] .,8
14347,Wait for your friend there .,8
14348,We shot with it .,8
14349,What are good friends for anyway ?,8
14350,I'm proud of you !,8
14351,It's in a car outside .,8
14352,"No . Never in my life have I been more sure of myself , and of everything else .",8
14353,Would you spend the rest of your life with me ?,8
14354,Nimbly !,8
14355,"Bless me , Father , for I have sinned . Father ?",8
14356,Every part is tested again and again .,8
14357,That's a good idea .,8
14358,"Thanks , man .",8
14359,I know him . She knows him .,8
14360,Thanks for the warning .,8
14361,"I thought we should get acquainted , since we're neighbours .",8
14362,"Yes , ma'am ?",8
14363,"We need good cops , and they say you're good at what you do .",8
14364,"Aw , I'll do what I damn well please .",8
14365,"Or some professional individual saying ,",8
14366,"He's nervous , you know ?",8
14367,You have to focus on the road .,8
14368,This is my home !,8
14369,I'm sure there is a very logical explanation for all this .,8
14370,"They can not be here , so we ask you to consider them in your decision .",8
14371,"Thank you again for your time , sir .",8
14372,"Don't worry , we won't take the brief , but an old friend needs help .",8
14373,[PERSON] ! - He was right about the motel .,8
14374,Don't settle for less because you're a whole lot more than that . ,8
14375,It's no big deal .,8
14376,Do you remember the night you proposed ?,8
14377,I wan na do you .,8
14378,That'd be great . Thank you .,8
14379,I will get off there and my chauffeur will take you to your destination .,8
14380,"When the team works , everybody wins .",8
14381,Some of you think you can outsmart me .,8
14382,"I give you my word , they were confiscated legally .",8
14383,"You know what you ought to do , love ?",8
14384,that we were never to be apart again .,8
14385,We solve every murder in less than two hours .,8
14386,Of course you know I'm in no danger .,8
14387,I'll do that .,8
14388,I just want it in a flaky pastry .,8
14389,You sound like a rug salesman .,8
14390,This is for life .,8
14391,You'll have your own room with all the conveniences .,8
14392,Things will change .,8
14393,I know I can always count on you .,8
14394,"[PERSON] , are you OK ?",8
14395,How are you feeling ?,8
14396,Here . . euros .,8
14397,"Two , sir .",8
14398,"The way I understand it , you know [PERSON] better than anyone .",8
14399,"100 % truthful , Ace ? - Yeah .",8
14400,Shooter knows what he's doing .,8
14401,Big - hearted guy .,8
14402,Barley's got three chances to make contact .,8
14403,You got yourself a job .,8
14404,You're very wise .,8
14405,Thank you all for makin' it unanimous .,8
14406,"Take care of her , Mr. [PERSON] .",8
14407,"I know , under the circumstances , it's a bit much but you have a unique knowledge for our purpose .",8
14408,"She's very attractive , I know .",8
14409,"[PERSON] , you got to trust me .",8
14410,Promise me ?,8
14411,Shalakazam .,8
14412,Nobody's going to get hurt here .,8
14413,"If it was the Royals , I'd be dead right now .",8
14414,You're the guy !,8
14415,"Mark : Once upon a time , there was a little boy named isaac",8
14416,"There she is , my other monster .",8
14417,"Sure , go ahead .",8
14418,I don't mind saying that I was scared because [PERSON] is known as a shooter .,8
14419,"Now , [PERSON] , remember , no speeding ! Watch yourself .",8
14420,My pleasure .,8
14421,No way .,8
14422,Charlie ! Sorry .,8
14423,It'll be history .,8
14424,That man really does his job .,8
14425,Fear not .,8
14426,"All right , I'll tell him .",8
14427,Because he's the future .,8
14428,"Alright son , start passing ' that chicken' fore it loses its juice !",8
14429,Very good horse .,8
14430,"Let the boy come in , [PERSON] .",8
14431,[PERSON] was a good cop .,8
14432,I will pray for you .,8
14433,I got something here that belongs to you .,8
14434,This is United States Navy helo approaching your position .,8
14435,I said I was sorry . That's the end of it .,8
14436,"Very well , I won't pry into trade secrets .",8
14437,"Yeah , I got you .",8
14438,Then we understand each other .,8
14439,"Now look , Captain , you're an educated man .",8
14440,I bet that was fun .,8
14441,You need not be afraid .,8
14442,"It's all right , [PERSON] .",8
14443,I'm the one who can -,8
14444,Stay here .,8
14445,We need the Sheriff .,8
14446,These experiments save a lot of lives .,8
14447,I promise .,8
14448,I thank you all for your continued service .,8
14449,Do your best to keep him there until our men come along .,8
14450,This time I'm going right to the top to get you out .,8
14451,"Here , the kind of respects .",8
14452,"Ah , yes ! ' I had a migraine , your Majesty .",8
14453,That's what I do .,8
14454,I'll need help bathing and changing .,8
14455,I'm going to be okay .,8
14456,We'll set it all up .,8
14457,"And listen , I want to thank you so much for helping us with this .",8
14458,You drink to relax .,8
14459,"Because if you love somebody , you live with them , you live for them .",8
14460,We accept .,8
14461,Give me your blessing for a happy voyage .,8
14462,"You'll be called vice president , but you will be , de facto , something more .",8
14463,I'll talk to him .,8
14464,"You know , [PERSON] , you're the only one on this barge That understands me .",8
14465,You must teach me .,8
14466,Of course . You're a big supporter of my opponent .,8
14467,And you have my coat ready for me when I'm ready to leave !,8
14468,I'll give you a ride back to the chancery .,8
14469,Go on .,8
14470,Let me take your coat .,8
14471,"Don't you stay up too late , OK ?",8
14472,♪ Blow me down and pick me up ♪,8
14473,You can still climb in that kiddie car and take a hike ... unless you can fight better than you can drive !,8
14474,Find someone to type this .,8
14475,I know you have .,8
14476,"That little gal means more to me than the whole wide world , Shooter .",8
14477,You've got some legitimate complaints .,8
14478,It won't take that long .,8
14479,"OK , we'll give them a hand .",8
14480,Could I talk to you just for a second ? Sure .,8
14481,"Miss [PERSON] , I would be most honoured if ...",8
14482,There must be a reason .,8
14483,He'd trade his soul to the devil in return for that one moment of real happiness .,8
14484,We think you're quite brave . And manly .,8
14485,I'd want to pay you both .,8
14486,I'll see you tonight .,8
14487,"No , honey the drink's on me .",8
14488,"You , too .",8
14489,Yankee Bravo . Nightingale . We have reached Kuwaiti Star's position .,8
14490,I'm here to help you .,8
14491,"Of course , Countess !",8
14492,I want you to stay on the civil case .,8
14493,I love [PERSON] .,8
14494,Then you take care of her .,8
14495,I want hugs . - Morning hugs .,8
14496,"Ninotchka , let me confess something .",8
14497,I'll call you [PERSON] because that's what the Rock said .,8
14498,He's really been like a father to me .,8
14499,But he's the best cameraman I know .,8
14500,"Doctor , you're with me .",8
14501,What'd you do with the one you killed ? I hid the body .,8
14502,"I do , patrón .",8
14503,And He was sent to save us .,8
14504,But you have me .,8
14505,Then take my advice .,8
14506,I start to realize I got a chance to make amends .,8
14507,[PERSON]'s been used to the pretty islands .,8
14508,"Elder , what should we do now ?",8
14509,You know we'll do whatever we can .,8
14510,"Yes , that's very creative , [PERSON] .",8
14511,"Come on , tell me the truth .",8
14512,Thank you very much for your attention and your interest,8
14513,An example for all of us .,8
14514,I think my cook has managed guess what I like .,8
14515,Which we tried to deliver here . This is not evidence .,8
14516,I told the police what I saw .,8
14517,"Gentlemen , gentlemen . You don't understand .",8
14518,I want you to handle this case personally .,8
14519,I can always buy support .,8
14520,"Come on , come on , don't drop it ...",8
14521,He's keeping his promise to [PERSON] in his own way .,8
14522,"Cos I knew that if anybody could make me a winner , it was you .",8
14523,I might do that .,8
14524,Anyone can make a mistake .,8
14525,"With this rate of tariff , I'm confident it'll have a mitigating effect on the anti-dumping cases .",8
14526,"Listen , I've got something for you .",8
14527,That's what friends are for .,8
14528,Let me tell you something about my life .,8
14529,I love you .,8
14530,"[PERSON] , don't worry . We'll come back the moment we find the boy .",8
14531,"Oh , you're cute .",8
14532,Here there's a roof over your head Might as well stay here,8
14533,The Air Force will take care of these babies now .,8
14534,But this child is the world's hope .,8
14535,I'd like you to have this .,8
14536,I'd appreciate your advice before we leave .,8
14537,But he's got a good practice .,8
14538,"If I can do anything for you , let me know .",8
14539,How can I help you ?,8
14540,You got ta settle down or you're gonna wake him up .,8
14541,Don't worry . Your secret is safe with me .,8
14542,I came home because I didn't want to worry you .,8
14543,"LEAVE THE DOOR UNLOCKED , UNDRESS , SHOWER , BLINDFOLD YOURSELF AND COME TO BED",8
14544,"But don't worry , I'll show you how .",8
14545,"Hey , lighten up !",8
14546,[PERSON] is king .,8
14547,You and that winning personality of yours .,8
14548,I'll be home in a couple of hours .,8
14549,"Please , I beg you .",8
14550,"We're here to talk about the online lucrative sale of [LOCATION]'s children for sex , which in our experience occurs most prominently",8
14551,"I mean , he makes a very fine officer .",8
14552,I got it from the best authority .,8
14553,"Are you willing to fight , men ?",8
14554,Come give your grandfather a hug .,8
14555,I will protect you .,8
14556,I hope that you will uphold justice,8
14557,"And loyal to you , ma'am .",8
14558,"[PERSON] , how are you ?",8
14559,You're our best shot .,8
14560,You've done a helluva job with the man .,8
14561,I love you now .,8
14562,"Hasn't God forgiven me , thanks to you ?",8
14563,"Hi , sister . - How are you , my child ?",8
14564,It's for you .,8
14565,Your opinion might be valuable .,8
14566,Let's stop wasting time .,8
14567,l get so nervous . - But you shouldn't .,8
14568,I think a [PERSON] would be good enough .,8
14569,And I do have a plan .,8
14570,"Sister , ten mile ' refers to Ten Mile Pavilion ",8
14571,"See they're sweet , daddy ?",8
14572,"You need [PERSON] by your side , supporting you .",8
14573,"Well , she helped me .",8
14574,We haven't left each other's side for the last two weeks .,8
14575,I appreciate your letting me come .,8
14576,"You know I've been in situations , where , like , I've been shot at . You realize that , right ?",8
14577,"Director of Central Intelligence would give to Carters the president - elect all of the information he had on the potential existence of extraterrestrial life , and the issue of whether or not any of the UFO vehicles might be vehicles from another star system .",8
14578,My wife went to a lot of trouble .,8
14579,If you'd like to come with me . Yes .,8
14580,"Well , we'll figure something out .",8
14581,"You could tell it was for real , because they never even gave out interviews about getting married .",8
14582,"[PERSON] , give us a bit of help .",8
14583,Can't you find me a key ?,8
14584,It's ... Not that big a deal .,8
14585,"What do you do with yourself in [LOCATION] , [PERSON] ?",8
14586,I really appreciate that .,8
14587,This is my team .,8
14588,I was looking after your interests .,8
14589,"Well , I'd say the [LOCATION] money will probably lay about ... oh , - on [PERSON] .",8
14590,UFOs are as real as the planes flying over your head .,8
14591,A safety - first Clyde .,8
14592,I want to talk to you tonight .,8
14593,That's fine .,8
14594,You have my word .,8
14595,"[PERSON] , Ahme .",8
14596,What intelligent devils !,8
14597,"Get in here , come on .",8
14598,I know a way .,8
14599,"Good night , [PERSON] . Good night . - Good night .",8
14600,"It won't hurt you , kid .",8
14601,I would want no one else .,8
14602,How ' bout a drink ?,8
14603,I'll take you to him .,8
14604,Someone will take care of you right away .,8
14605,The captain has an honest face too .,8
14606,He's told you all he knows .,8
14607,She ain't got nothing on us .,8
14608,You can count on that .,8
14609,I know that old man .,8
14610,But the existence of the National Reconnaissance Office remained secret for over years .,8
14611,Just hold it steady until I tell you .,8
14612,"A vocation to love God , help the poor , solace the sick and dying .",8
14613,In fact I should .,8
14614,Yeah .,8
14615,Want to take a look ?,8
14616,You're out !,8
14617,"When you're around , Ma , nothing can stop me .",8
14618,Look in my mouth .,8
14619,You remember this guy .,8
14620,I'm a safety girl .,8
14621,"You see yourself doing right , and you do right .",8
14622,"Have a good time , sweetheart .",8
14623,"Yes , I love you , too . I'll find you some more .",8
14624,"But if you care about us , you do not do this .",8
14625,You just give us the word .,8
14626,The best shot ... the best possible shot .,8
14627,I don't want to see anyone or smell anyone but you .,8
14628,I can find the best lawyer .,8
14629,You'll love what I got from Painless .,8
14630,Sir !,8
14631,So it is !,8
