,sentence,emotion
15335, betrayed you betrayed betrayedyou  betrayedyou ,8
15336,and shooter lady fingers and me just carried them right here   ladyfingers  andme mejust    righthere  lady fingers lady me  me them right here ,8
15337, know you are know knowyou youare  knowyou knowyouare ,8
15338,decker  tell anyone decker tell tellanyone  deckertell tellanyone ,8
15339, obliged for your hospitality obliged obligedfor foryour yourhospitality  obligedfor obligedforyour foryourhospitality ,8
15340,her majesty the queen  hermajesty majestythe thequeen queen  hermajestythe majestythequeen thequeen ,8
15341,thanks for getting me out of purgatory thanksfor forgetting gettingme meout outof ofpurgatory  thanksforgetting forgettingme gettingmeout meoutof outofpurgatory ,8
15342,you come with me alone and we leave in minutes youcome comewith withme mealone  andwe weleave  inminutes   comewithme  me we  we minutes ,8
15343,are you all right  areyou youall allright right  areyouall youallright allright ,8
15344,you  got ta love it you just got ta do it you got gotta  loveit ityou youjust justgot gotta tado doit  yougot gotta got it   youjustgot  gottado  ,8
15345, had met person to ask hs advce had hadmet metperson personto toask askhs hsadvce  hadmet hadmetperson metpersonto persontoask toaskhs askhsadvce ,8
15346,aye aye sir ayeaye ayesir  ayeayesir ,8
15347,he owns wolf city  which owns location which lets us alone    city which        wolf city  citywhich  location which lets us alone ,8
15348, ready to testify  go to jail ready readyto totestify testify go goto tojail  readyto readytotestify totestify testifygo goto  ,8
15349, done what  can for you done donewhat what can canfor foryou  donewhat donewhat whatcan canfor canforyou ,8
15350, why  love them why why love lovethem  why whylove lovethem ,8
15351,everybody trusts the fbi everybodytrusts truststhe thefbi  everybodytruststhe truststhefbi ,8
15352, all right all allright  allright ,8
15353,he  such  bd horse he such such bd bdhorse  hesuch such suchbd bdhorse ,8
15354, lked hm but not  lot lked lkedhm hmbut butnot not lot  lkedhm lkedhmbut hmbutnot butnot notlot ,8
15355,bad guys are long gone badguys guysare arelong longgone  badguysare guysarelong arelonggone ,8
15356,she is  rel ldy sheis is rel relldy  sheis isrel relldy ,8
15357,could you give me the number of the sorority house  couldyou yougive giveme methe   ofthe   house   yougiveme givemethe me of the of house  ,8
15358,you do not let me down youdo donot notlet letme medown  youdonot donotlet notletme letmedown ,8
15359,you  worry about him really you worry worryabout abouthim himreally  youworry worryabout worryabouthim abouthimreally ,8
15360, knew you were  good mn knew knewyou youwere were good goodmn  knewyou knewyouwere youwere weregood goodmn ,8
15361,welcome  ,8
15362, sorry for what happened sorry sorryfor forwhat whathappened  sorryfor sorryforwhat forwhathappened ,8
15363,if you hve  lwyer   good time to cll him ifyou youhve hve lwyer lwyer  good goodtime timeto tocll cllhim  ifyouhve youhve hvelwyer lwyer lwyer good goodtime  timetocll tocllhim ,8
15364, just  lke hm just just lke lkehm  just justlke lkehm ,8
15365,until lst yer when he met  british  who spoke to his hert untillst lstyer yerwhen whenhe  met british british who  spoketo tohis hishert  untillstyer lstyerwhen yerwhenhe when  metbritish british britishwho  to  tohishert ,8
15366,we can say fate brought us together wecan cansay sayfate fatebrought broughtus ustogether  wecansay cansayfate sayfatebrought fatebroughtus broughtustogether ,8
15367,love thy neighbour lovethy thyneighbour  lovethyneighbour ,8
15368,god bless you godbless blessyou  godblessyou ,8
15369, what  going to do  going to go back to location what what going goingto todo do going goingto togo goback backto tolocation  what whatgoing goingto goingtodo todo dogoing goingto goingtogo togoback gobackto  ,8
15370, just just  ,8
15371, come to the right place buddy boy come cometo tothe theright rightplace placebuddy buddyboy  cometo cometothe  therightplace rightplacebuddy placebuddyboy ,8
15372,maybe she could get some valuable information maybeshe shecould couldget getsome somevaluable valuableinformation  maybeshecould shecouldget couldgetsome getsomevaluable somevaluableinformation ,8
15373, heard  havng some trouble fndng help heard heard havng havngsome sometrouble troublefndng fndnghelp  heard heardhavng havngsome havngsometrouble sometroublefndng troublefndnghelp ,8
15374, be right there be beright rightthere  beright berightthere ,8
15375, true commnder in chief true truecommnder commnderin inchief  truecommnder truecommnderin commnderinchief ,8
15376,just kind of go like this all the way around justkind kindof   likethis thisall allthe theway wayaround  justkindof kind like this   alltheway  ,8
15377, be ok be beok  beok ,8
15378,sure  really really really apprecate t sure really reallyreally reallyreally reallyapprecate apprecatet  surereally reallyreally reallyreallyreally reallyreallyapprecate reallyapprecatet ,8
15379,take care of yourself takecare careof ofyourself  takecareof careofyourself ,8
15380,smart man  gonna play his cards right tight up against his chest  man gonna gonnaplay           mangonna gonnaplay gonna cards right tight up against his chest ,8
15381, felt oblged to come and pay my respects before movng on felt feltoblged oblgedto tocome comeand     beforemovng movngon  feltoblged feltoblgedto oblgedtocome  come my respects before movng beforemovngon ,8
15382, had to make the same decson you were asked to make today had hadto tomake makethe  samedecson decsonyou youwere   tomake   hadto   make decson samedecsonyou decsonyouwere you to make to ,8
15383,if they does  guarantee  never see  again  ifthey  does guarantee guarantee never neversee see again again  if  doesguarantee guarantee guaranteenever neversee neversee seeagain again ,8
15384, know what these jerks are lke know knowwhat whatthese thesejerks jerksare arelke  knowwhat knowwhatthese whatthesejerks thesejerksare jerksarelke ,8
15385,but if  straight up one to one you want then  your man  if straight      youwant  then your    ifstraight  one to one you want you  thenyour  ,8
15386,he was my only boy and  love hm so much hewas wasmy myonly   and love lovehm hmso somuch  hewasmy  my and  andlove lovehm lovehmso hmsomuch ,8
15387, hate it but  do it hate hateit itbut but do doit  hateit  itbut butdo doit ,8
15388,of course ofcourse  ,8
15389,and he fought for them for the only reason any man ever fights for them andhe   forthem themfor forthe        forthem  and for them   for reason any man ever fights for them ,8
15390, wll watch over you wll wllwatch watchover overyou  wllwatch wllwatchover watchoveryou ,8
15391,they value their writers theyvalue valuetheir theirwriters  theyvaluetheir valuetheirwriters ,8
15392,from now on  want you to report drectly to me and only to me fromnow nowon on want wantyou youto toreport reportdrectly drectlyto tome meand andonly  tome  fromnowon nowon onwant wantyou wantyouto  toreportdrectly reportdrectlyto drectlytome tomeand  and me ,8
15393,thanks for looking after me mac thanksfor forlooking lookingafter afterme memac  thanksforlooking forlookingafter lookingafterme aftermemac ,8
15394, still be my person still stillbe bemy myperson  stillbe stillbemy bemyperson ,8
15395,did you follow through of what we discussed  didyou youfollow followthrough throughof ofwhat  wediscussed discussed  didyoufollow youfollowthrough followthroughof throughofwhat of discussed wediscussed ,8
15396, trying to help trying tryingto tohelp  tryingto tryingtohelp ,8
15397,person knows what  doing personknows knowswhat what doing  personknowswhat knowswhat whatdoing ,8
15398,this is where the fun starts thisis iswhere wherethe thefun funstarts  thisiswhere iswherethe wherethefun thefunstarts ,8
15399,now you get  good rest nd next week  begin  new life nowyou youget get good  restnd ndnext  week begin begin new newlife   youget getgood  nd restndnext nd  weekbegin begin beginnew newlife ,8
15400,as an ensign in the united states navy you go down to the sea to fight in the toughest  of all time  anensign  inthe     yougo godown downto tothe thesea  tofight  inthe thetoughest toughest of    ensign an the in states navy you go     the fight to the  thetoughest toughestof  time ,8
15401,  hndsome nd powerful mn  hndsome hndsomend ndpowerful powerfulmn  hndsome hndsomend hndsomendpowerful ndpowerfulmn ,8
15402, lke hm so much lke lkehm hmso somuch  lkehm lkehmso hmsomuch ,8
15403,fair enough fairenough  ,8
15404,you were terribly in love with her youwere wereterribly terriblyin inlove lovewith withher  youwereterribly wereterriblyin terriblyinlove inlovewith lovewithher ,8
15405,hey person come here heyperson personcome comehere  heypersoncome personcomehere ,8
15406,praise our lord person praiseour ourlord lordperson  praiseourlord ourlordperson ,8
15407,just relx for  minute nd then tell me ll bout it justrelx relxfor for minute minutend ndthen  tellme mell llbout boutit  justrelxfor relxfor forminute minutend minutendthen nd me tellmell mellbout llboutit ,8
15408,if you drop any charges against person  drop the lawsuit against you ifyou     againstperson person drop dropthe thelawsuit    if any charges against person againstperson persondrop dropthe  the you ,8
15409, told hm t was mportant told toldhm hmt twas wasmportant  toldhm toldhmt hmtwas twasmportant ,8
15410,you see what  see yousee seewhat what see  youseewhat seewhat whatsee ,8
15411,they never have and they never will theynever neverhave haveand  theynever neverwill  theyneverhave neverhaveand have never theyneverwill ,8
15412,the crew was nice thecrew crewwas wasnice  thecrewwas crewwasnice ,8
15413, knew that f anyone could help me you could knew knewthat thatf fanyone anyonecould couldhelp helpme meyou youcould  knewthat knewthatf thatfanyone fanyonecould     ,8
15414,and that  really worried about you andthat that really reallyworried worriedabout aboutyou  andthat thatreally reallyworried reallyworriedabout worriedaboutyou ,8
15415,yes father  tell him when he comes back yesfather father tell tellhim  whenhe hecomes   yesfather fathertell tellhim tell he  he ,8
15416,help me helpme  ,8
15417, got such gentle eyes got gotsuch suchgentle gentleeyes  gotsuch gotsuchgentle suchgentleeyes ,8
15418,person  got ta go see my son f t's all rght wth you person got gotta  gosee seemy myson sonf ft's t'sall allrght rghtwth wthyou  persongot gotta got see   mysonf sonft's ft'sall t'sallrght allrghtwth rghtwthyou ,8
15419,and as long as  got this wedding ring on  got me  aslong longas as got gotthis    on got gotme  long  longas asgot gotthis got ring on  ongot gotme ,8
15420,you are in love with her youare arein inlove lovewith withher  youarein areinlove inlovewith lovewithher ,8
15421, care for you very much ngl  care carefor foryou youvery verymuch muchngl ngl  carefor careforyou foryouvery youverymuch verymuchngl muchngl ,8
15422,mother sid you could lwys tell  ldy by her hnds mothersid sidyou youcould couldlwys lwystell tell ldy ldyby  herhnds  mothersidyou sidyoucould youcouldlwys couldlwystell lwystell tellldy ldyby ldy hnds ,8
15423,you know just have more fun with it  all youknow  justhave  morefun funwith withit it all  you have just fun morefunwith  withit itall ,8
15424,on the day he presented t  congratulated hm  theday  hepresented presentedt t congratulated congratulatedhm  day the presented hepresentedt presentedt tcongratulated congratulatedhm ,8
15425,but   have left lke that 'm sorry but  have haveleft leftlke lkethat that'm 'msorry  but have haveleft haveleftlke leftlkethat lkethat'm that'msorry ,8
15426, honest honest  ,8
15427,wan na make me proud kid  wanna namake makeme meproud proudkid kid  wannamake namakeme makemeproud meproudkid proudkid ,8
15428,good yeah goodyeah  ,8
15429,now it will go under in to hours nowit itwill willgo gounder underin into tohours  nowitwill itwillgo willgounder gounderin underinto intohours ,8
15430, apprecate what  dong person apprecate apprecatewhat what dong dongperson  apprecatewhat apprecatewhat whatdong dongperson ,8
15431,thank you for telling me the truth thankyou youfor fortelling tellingme methe thetruth  thankyoufor youfortelling fortellingme tellingmethe methetruth ,8
15432,person steers good personsteers steersgood  personsteersgood ,8
15433,where are you gong man   was gonna st 'm gonna st down whereare areyou yougong gongman man  was wasgonna gonnast st'm 'mgonna gonnast stdown  whereareyou areyougong yougongman gongman man was wasgonna wasgonnast gonnast'm st'mgonna 'mgonnast gonnastdown ,8
15434,some fight somefight  ,8
15435, not  complete strnger more like  reltive one like fmily not not complete completestrnger strngermore morelike like reltive reltiveone  likefmily  not notcomplete completestrnger completestrngermore strngermorelike morelike likereltive reltiveone reltive fmily ,8
15436,thank god  here thankgod god here  thankgod godhere ,8
15437,you have absolutely no reason to be afraid of the king youhave   noreason reasonto tobe beafraid afraidof ofthe theking  you no reason   tobeafraid beafraidof afraidofthe  ,8
15438,holy smoke holysmoke  ,8
15439, be  good boy be be good goodboy  be begood goodboy ,8
15440,well   thnk 'd wan na bet on t well  thnk thnk'd 'dwan wanna nabet beton ont  well thnk thnk'd thnk'dwan 'dwanna wannabet nabeton betont ,8
15441, so expert on things so soexpert experton onthings  soexpert soexperton expertonthings ,8
15442,never not even for  mnute  beleved tht you hd been    for mnute mnute beleved belevedtht thtyou youhd hdbeen  even for  formnute mnute mnutebeleved belevedtht belevedthtyou thtyouhd youhdbeen ,8
15443,person  given this  lot of thought person given giventhis this lot lotof ofthought  persongiven giventhis giventhis thislot lotof lotofthought ,8
15444,of course  not crazy ofcourse course not notcrazy  ofcourse coursenot notcrazy ,8
15445,you need to tell us you understand youneed needto totell tellus usyou youunderstand  youneedto needtotell totellus tellusyou usyouunderstand ,8
15446,well  appreciate it well appreciate appreciateit  wellappreciate appreciateit ,8
15447,so it must have been important soit itmust musthave havebeen beenimportant  soitmust itmusthave musthavebeen havebeenimportant ,8
15448, give you one more chance give giveyou youone onemore morechance  giveyou giveyouone youonemore onemorechance ,8
15449, wnt to tell you person  done  mrvelous job wnt wntto totell tellyou youperson person done done mrvelous mrvelousjob  wntto wnttotell totellyou  youperson persondone done donemrvelous mrvelousjob ,8
15450, nothing sweeter thn shring  secret with n enemy nothing  sweeterthn thnshring shring secret  withn nenemy   thn sweeterthnshring thnshring shringsecret  n withnenemy ,8
15451, be afraid be beafraid  beafraid ,8
15452,no  perfectly right no perfectly perfectlyright  noperfectly perfectlyright ,8
15453,have dinner with me havedinner dinnerwith withme  havedinnerwith dinnerwithme ,8
15454, pick you up when you get there pick pickyou youup upwhen whenyou youget getthere  pickyou    whenyouget  ,8
15455,and the island is surrounded by warships andthe theisland islandis issurrounded surroundedby bywarships  andtheisland theislandis islandissurrounded issurroundedby surroundedbywarships ,8
15456,your  not  giver upper your not not giver giverupper  yournot not notgiver giverupper ,8
15457,to share my life with toshare sharemy mylife lifewith  tosharemy sharemylife mylifewith ,8
15458, let anybody tell you different let letanybody anybodytell tellyou youdifferent  letanybody letanybodytell anybodytellyou tellyoudifferent ,8
15459,well she wanted me to tell you that   all right wellshe  wantedme meto totell tellyou youthat that  all allright  well me   totellyou tellyouthat youthat that all allright ,8
15460, brought my man person here to see how you bg boys work brought  myman manperson personhere hereto tosee  howyou youbg bgboys    man     to you howyoubg youbgboys bg ,8
15461,in this world full of htred  mn who knows tht one rule hs  gret trust inthis   fullof ofhtred htred mn mnwho whoknows knowstht thtone  rulehs hs gret grettrust  in full of fullofhtred ofhtred htredmn mnwho mnwhoknows whoknowstht knowsthtone tht hs rulehs hsgret grettrust ,8
15462,listen  forget my door is always open to artistic people listen forget          listenforget  door is always open to artistic people ,8
15463, fly tomorrow to locaton and tell you all  know fly   tolocaton locatonand  tellyou youall all know   to locaton tolocatonand locaton you  youall allknow ,8
15464,no matter  happened this child is going to need you  matter happened  thischild childis isgoing goingto toneed needyou   matterhappened  child thischildis  isgoingto   ,8
15465, owe you one owe oweyou youone  oweyou oweyouone ,8
15466, taught hm taught taughthm  taughthm ,8
15467,surely  cn gve hm  word of dvce surely cn cngve gvehm hm word  ofdvce  surelycn cngve cngvehm gvehm hmword  dvce ,8
15468, guess t's all rght f we drve up there sn't t  guess guesst's t'sall allrght rghtf fwe wedrve drveup upthere theresn't sn'tt t  guesst's guesst'sall t'sallrght allrghtf rghtfwe fwedrve wedrveup drveupthere uptheresn't theresn'tt sn'tt ,8
15469,but you have such an honest face butyou youhave havesuch suchan anhonest honestface  butyouhave youhavesuch havesuchan suchanhonest anhonestface ,8
15470,honey babe honeybabe  ,8
15471, do it from the deck of  ship in commnd of  tsk force do doit itfrom    of ship  incommnd commndof of tsk tskforce  doit doitfrom it deck of  ofship  commnd incommndof commndof oftsk tskforce ,8
15472,besides whoever marries her will rule the entire kingdom       theentire   marries her will rule the entire the ,8
15473,all you have to do is be our pal allyou youhave haveto todo  isbe beour ourpal   youhaveto havetodo to be isbeour beourpal ,8
15474,but you  know anything about that butyou you know knowanything anythingabout aboutthat  butyou youknow knowanything knowanythingabout anythingaboutthat ,8
15475,well  glad we had this little chat well glad gladwe wehad hadthis thislittle littlechat  wellglad gladwe gladwehad wehadthis hadthislittle thislittlechat ,8
15476,just be yourself and  be fine it sounds trite but  true justbe   and be befine  itsounds   but true  just and  andbe befine be sounds it but  buttrue ,8
15477,but  going to be all right but going goingto tobe beall allright  butgoing goingto goingtobe tobeall beallright ,8
15478,seek out and engage the enemy seekout  andengage engagethe theenemy  seek engage andengagethe engagetheenemy ,8
15479,do you know where  going  this is it doyou youknow knowwhere where going going this thisis isit  doyouknow  knowwhere wheregoing going goingthis thisis thisisit ,8
15480, waiting for you waiting waitingfor foryou  waitingfor waitingforyou ,8
15481, prepred to mke  dontion to the people of this town prepred prepredto tomke mke dontion dontionto tothe   ofthis thistown  prepredto prepredtomke tomke mkedontion dontionto dontiontothe to of this  ,8
15482,got it gotit  ,8
15483, got the perfect weapon right over our heads got gotthe theperfect   rightover    gotthe  the right over right heads ,8
15484,wnt to be  hero yeh  wntto tobe be hero heroyeh yeh  wnttobe tobe behero heroyeh heroyeh ,8
15485,the tow place  yeah great thetow towplace place yeah yeahgreat  thetowplace towplace placeyeah yeahgreat ,8
15486,you tell him to take care of you youtell tellhim himto totake takecare careof ofyou  youtellhim tellhimto himtotake totakecare takecareof careofyou ,8
15487, tellng you  want to be there when person says to me that there wll be an ncrease n medcare tellng tellngyou you want wantto tobe bethere therewhen    tome methat  therewll wllbe bean anncrease ncreasen nmedcare  tellngyou tellngyou youwant wantto wanttobe   there says to me  me wll therewllbe wllbean beanncrease anncreasen ncreasenmedcare ,8
15488,you hit the books tonight and  listen to you tomorrow  hitthe    and listen listento toyou youtomorrow  the hit tonight and  andlisten listento   ,8
15489,so that  could st n that senate and serve the people n an honest way  that could couldst stn nthat    servethe  peoplen nan anhonest    thatcould couldst couldstn stnthat n and serve the serve n peoplenan nanhonest an ,8
15490, know  can wn the captan's confdence but  need tme and  need your help know know can canwn wnthe thecaptan's captan'sconfdence confdencebut but need needtme tmeand and need needyour yourhelp  know knowcan canwn canwnthe wnthecaptan's thecaptan'sconfdence captan'sconfdencebut confdencebut butneed needtme needtmeand tmeand andneed needyour needyourhelp ,8
15491,nevertheless  stll beleve that you love nevertheless stll stllbeleve belevethat thatyou youlove  neverthelessstll stllbeleve stllbelevethat belevethatyou thatyoulove ,8
15492,perhaps you could  the jury as to what else the  giving you in  for this testimony perhapsyou youcould could the    towhat whatelse  the giving givingyou youin in for forthis    youcould couldthe  as to what  what  thegiving givingyou  youin infor forthis for ,8
15493, know the feelng know knowthe thefeelng  knowthe knowthefeelng ,8
15494,what are you spying on  whatare areyou youspying spyingon on  whatareyou areyouspying youspyingon spyingon ,8
15495, entrely agree wth you colonel entrely entrelyagree agreewth wthyou youcolonel  entrelyagree entrelyagreewth agreewthyou wthyoucolonel ,8
15496,we mean it sir all  aside wemean meanit itsir sirall all aside  wemeanit meanitsir itsirall sirall allaside ,8
15497,leave everything to me shoo shoo leaveeverything everythingto tome meshoo shooshoo  leaveeverythingto everythingtome tomeshoo meshooshoo ,8
15498, nothing to be afraid of nothing nothingto tobe beafraid afraidof  nothingto nothingtobe tobeafraid beafraidof ,8
15499, know ths sounds werd  no place 'd rather be know knowths thssounds soundswerd werd no  place'd 'drather ratherbe  knowths knowthssounds thssoundswerd soundswerd werdno  'd place'drather 'dratherbe ,8
15500, got champion written all over her got gotchampion championwritten writtenall allover overher  gotchampion gotchampionwritten championwrittenall writtenallover alloverher ,8
15501, know know  ,8
15502,but  let them take the boots but let letthem themtake takethe theboots  butlet letthem letthemtake themtakethe taketheboots ,8
15503,he certainly can hecertainly certainlycan  hecertainlycan ,8
15504, shll wsh  book jcket tht s only letters shll shllwsh wsh book bookjcket jckettht thts sonly   shllwsh shllwsh wshbook bookjcket bookjckettht jcketthts thtsonly s ,8
15505, be honest be behonest  behonest ,8
15506,oh my goodness  ohmy mygoodness goodness  ohmygoodness mygoodness ,8
15507,there they are they must have found her  therethey theyare arethey theymust musthave havefound foundher her  theretheyare theyarethey aretheymust theymusthave musthavefound havefoundher foundher ,8
15508, telling you  gonna be all right telling tellingyou you gonna gonnabe beall allright  tellingyou tellingyou yougonna gonnabe gonnabeall beallright ,8
15509,what f  could get you the money  watng for before mdnght  whatf f could couldget getyou youthe themoney money watng watngfor  beforemdnght mdnght  whatf fcould couldget couldgetyou  youthemoney themoney moneywatng watngfor watng mdnght beforemdnght ,8
15510,you need  hnd with those  youneed need hnd hndwith withthose those  youneed needhnd hndwith hndwiththose withthose ,8
15511,they will not fail theywill willnot notfail  theywillnot willnotfail ,8
15512,help me  helpme me  helpme ,8
15513, how marriages are arranged down here how howmarriages marriagesare arearranged arrangeddown downhere  howmarriages howmarriagesare marriagesarearranged arearrangeddown arrangeddownhere ,8
15514, do it do doit  doit ,8
15515, right right  ,8
15516,he goes to the fucking hospital right  hegoes goesto tothe thefucking fuckinghospital hospitalright right  hegoesto goestothe tothefucking thefuckinghospital fuckinghospitalright hospitalright ,8
15517,right  ,8
15518,god sees everything godsees seeseverything  godseeseverything ,8
15519,it took some guts ittook tooksome someguts  ittooksome tooksomeguts ,8
15520, not without experience you know not notwithout withoutexperience experienceyou youknow  notwithout notwithoutexperience withoutexperienceyou experienceyouknow ,8
15521,we all have that fear weall allhave havethat thatfear  weallhave allhavethat havethatfear ,8
15522,you will help our medical  and thereby saving thousands of lives youwill    medical and    thousandsof oflives  you our medical  medicaland  saving thousands of  ,8
15523,he was my first lover hewas wasmy myfirst firstlover  hewasmy wasmyfirst myfirstlover ,8
15524,he is an integral part of the defense heis isan anintegral integralpart partof ofthe thedefense  heisan isanintegral anintegralpart integralpartof partofthe ofthedefense ,8
15525,  know what  tranng  for but as far as m concerned  ready look   know knowwhat what tranng tranng for     asm mconcerned concerned ready  look  know knowwhat knowwhat whattranng tranng tranngfor  as far as m asmconcerned mconcerned concernedready   ,8
15526,there you go thereyou yougo  thereyougo ,8
15527,you know how much  enjoy your hgh style of playng youknow knowhow howmuch much enjoy enjoyyour yourhgh hghstyle  ofplayng    howmuch muchenjoy enjoyyour enjoyyourhgh yourhghstyle hgh playng ,8
15528, n sshole but  get used to him fter  while n nsshole ssholebut but get  usedto tohim himfter fter while  nsshole nssholebut ssholebut butget  to  tohimfter himfter fterwhile ,8
15529,and  remembered not for the winning but because you never lost and remembered  notfor forthe    becauseyou younever   andremembered  for  for but because you  you ,8
15530,you watch me youwatch watchme  youwatchme ,8
15531,sabelle   need you sabelle  need needyou  sabelle need needyou ,8
15532,now  even now even  noweven ,8
15533, really need your help mr person really reallyneed needyour yourhelp helpmr mrperson  reallyneed reallyneedyour needyourhelp yourhelpmr helpmrperson ,8
15534,person  not gonna leave you  person not notgonna gonnaleave leaveyou you  personnot notgonna notgonnaleave gonnaleaveyou leaveyou ,8
15535,person  going to let you in on something person going goingto tolet letyou youin inon onsomething  persongoing goingto goingtolet  letyouin youinon inonsomething ,8
15536,father person your priest fatherperson personyour yourpriest  fatherpersonyour personyourpriest ,8
15537,let me bck you up  bit letme mebck bckyou youup up bit  letmebck mebckyou bckyouup youup upbit ,8
15538,you take half the troop and follow those that went to the east youtake         wentto tothe   you the troop and follow those that went to  to ,8
15539, try to be fair try tryto tobe befair  tryto trytobe tobefair ,8
15540,  lot of us  ride with you  lot lotof ofus us ride ridewith withyou  lot lotof lotofus ofus usride ridewith ridewithyou ,8
15541, always been the stronger character always alwaysbeen beenthe thestronger strongercharacter  alwaysbeen alwaysbeenthe beenthestronger thestrongercharacter ,8
15542,  care what t s as long as t floats  care carewhat whatt ts sas aslong longas ast tfloats  care carewhat carewhatt whatts tsas saslong  longast astfloats ,8
15543, ok  was thnkng the same thng ok ok was wasthnkng thnkngthe  samethng  ok okwas wasthnkng wasthnkngthe thnkng thng ,8
15544,coughing do you know  out of your mind  coughingdo doyou youknow know out outof ofyour yourmind mind  coughingdoyou doyouknow youknow knowout outof outofyour  yourmind ,8
15545,the people  work for are very determned they want the woman  people work workfor  arevery verydetermned determnedthey theywant wantthe thewoman   peoplework workfor work very areverydetermned verydetermnedthey determnedtheywant   ,8
15546,what were you doing there  whatwere wereyou youdoing doingthere there  whatwereyou wereyoudoing youdoingthere doingthere ,8
15547, be assisting you through the entire process be beassisting assistingyou  throughthe theentire entireprocess  beassisting beassistingyou assisting the throughtheentire theentireprocess ,8
15548,but   thnk you have to worry about ths one but  thnk thnkyou youhave haveto toworry worryabout aboutths thsone  but thnk thnkyou thnkyouhave youhaveto  toworryabout worryaboutths aboutthsone ,8
15549, thnk  be very gentle thnk thnk be bevery verygentle  thnk thnkbe bevery beverygentle ,8
15550,nd we lerned  lot from you ndwe welerned lerned lot lotfrom fromyou  ndwelerned welerned lernedlot lotfrom lotfromyou ,8
15551,like  million fourth of julys ll rolled into one like million    julysll llrolled    likemillion  of julys ll julysllrolled ll one ,8
15552, been in uniform nine months but   good boy been beenin     but  good goodboy  beenin been nine months but  but good goodboy ,8
15553,take good care of them takegood goodcare careof ofthem  takegoodcare goodcareof careofthem ,8
15554,your mother was my dearest friend yourmother motherwas wasmy mydearest dearestfriend  yourmotherwas motherwasmy wasmydearest mydearestfriend ,8
15555,nemo has won him over completely nemohas haswon wonhim himover overcompletely  nemohaswon haswonhim wonhimover himovercompletely ,8
15556,you make things possible mr person and  been afraid for things to be possible miss person your check youmake    mrperson personand and been  afraidfor  thingsto tobe   missperson personyour   you possible mr person  personand andbeen  for afraid to  to miss person  person ,8
15557,it has been my duty serve the king ithas  beenmy myduty dutyserve servethe theking  it my beenmyduty mydutyserve dutyservethe servetheking ,8
15558, not gonna hurt you not notgonna gonnahurt hurtyou  notgonna notgonnahurt gonnahurtyou ,8
15559, still in fbi custody still stillin infbi fbicustody  stillin stillinfbi infbicustody ,8
15560, thnk the cty s saved thnk thnkthe thecty ctys ssaved  thnkthe thnkthecty thectys ctyssaved ,8
15561, n no partcular danger  thnk n nno nopartcular partculardanger danger thnk  nno nnopartcular nopartculardanger partculardanger dangerthnk ,8
15562,you found courage youfound foundcourage  youfoundcourage ,8
15563,these are good workers theseare aregood goodworkers  thesearegood aregoodworkers ,8
15564,could  get  level from you plese  could get get level levelfrom fromyou youplese plese  couldget get getlevel levelfrom levelfromyou fromyouplese youplese ,8
15565, apprecate your patence apprecate apprecateyour yourpatence  apprecateyour apprecateyourpatence ,8
15566,can do sir cando dosir  candosir ,8
15567, thnk  solved the problem thnk thnk solved solvedthe theproblem  thnk thnksolved solvedthe solvedtheproblem ,8
15568, do it do doit  doit ,8
15569,you tried to recruit her once before youtried triedto torecruit recruither heronce   youtriedto triedtorecruit torecruither recruitheronce her ,8
15570, bestow my blessngs on your courage and optmsm bestow  myblessngs blessngson onyour yourcourage  andoptmsm   blessngs myblessngson blessngsonyour onyourcourage your optmsm ,8
15571,and and  forget  not just eating for one  and forget forget not    forone   andforget forget forgetnot  eating for one ,8
15572,make your wish makeyour yourwish  makeyourwish ,8
15573,make it up to you makeit itup upto toyou  makeitup itupto uptoyou ,8
15574,come on lighten up comeon onlighten lightenup  comeonlighten onlightenup ,8
15575,you got  weird fmily yougot got weird weirdfmily  yougot gotweird weirdfmily ,8
15576, am so proud of you am amso soproud proudof ofyou  amso amsoproud soproudof proudofyou ,8
15577,yes we have all been there  we yeswe wehave  allbeen beenthere there we  yeswehave we been allbeenthere beenthere therewe ,8
15578,and how do you know that  andhow howdo doyou youknow knowthat that  andhowdo howdoyou doyouknow youknowthat knowthat ,8
15579, better person  mssed you better betterperson person mssed mssedyou  betterperson betterperson personmssed mssedyou ,8
15580,you  have to thank me you have haveto tothank thankme  youhave haveto havetothank tothankme ,8
15581, give you the money give giveyou youthe themoney  giveyou giveyouthe youthemoney ,8
15582,perfect  ,8
15583, sense of humor sense senseof ofhumor  senseof senseofhumor ,8
15584,we speak now tonight and these things are never spoken of again      thesethings       now tonight and these things these never spoken of again ,8
15585,perhaps you would like to do it for me  perhapsyou youwould wouldlike liketo todo doit itfor forme me  perhapsyouwould youwouldlike wouldliketo liketodo todoit  itforme forme ,8
15586, of good character with an excellent war record of ofgood   withan     ofgood of with an with war record ,8
15587,person  pressng hard on that case  magne person pressng pressnghard hardon onthat thatcase case magne  personpressng pressnghard pressnghardon hardonthat onthatcase thatcase casemagne ,8
15588, have parades in your honour have haveparades paradesin inyour yourhonour  haveparades haveparadesin paradesinyour inyourhonour ,8
15589,f  could gve you  job  would do t f could couldgve gveyou you job job would woulddo dot  fcould couldgve couldgveyou gveyou youjob job jobwould woulddo woulddot ,8
15590, going to need you to put your hands up going goingto toneed needyou youto  putyour yourhands handsup  goingto   needyouto you your   ,8
